-19.173695	95.183984	19.190143	-78.074981	62.000000	351.000000	-188.000000	36.000000	-0.000613	1.860294	0.104779	-0.225490	69.807605	-22.489304	1.498165	0.000000	3.000000	40.000000	0.000000	0.000000	39.000000
-19.133268	95.186362	19.151734	-78.012755	54.000000	355.000000	-168.000000	50.000000	-0.000613	1.860294	0.104779	-0.225490	69.807605	-22.490473	1.490301	0.000000	3.000000	40.000000	0.000000	0.000000	39.000000
-19.080157	95.189533	19.091164	-77.941895	72.000000	363.000000	-202.000000	42.000000	-0.000613	1.860294	0.104779	-0.225490	69.814382	-22.503311	1.476430	0.000000	3.000000	40.000000	0.000000	0.000000	39.000000
-19.031803	95.192308	19.049800	-77.873416	58.000000	367.000000	-166.000000	49.000000	-0.000613	1.860294	0.104779	-0.225490	69.801675	-22.508293	1.486271	0.000000	3.000000	40.000000	0.000000	0.000000	39.000000
-18.953326	95.200631	18.964116	-77.750155	80.000000	357.000000	-180.000000	55.000000	-0.000613	1.860294	0.104779	-0.225490	69.802522	-22.495481	1.481527	0.047500	3.000000	40.000000	0.000000	0.000000	39.000000
-5.731974	96.305647	6.862064	-59.044219	54.000000	222.000000	-67.000000	-71.000000	-0.002451	-0.574755	-0.003676	0.061275	70.076995	-18.935207	1.358398	0.000000	1.000000	31.000000	0.000000	0.000000	30.000000
-5.731974	96.305647	6.862064	-59.044219	54.000000	222.000000	-67.000000	-71.000000	-0.002451	-0.574755	-0.003676	0.061275	70.078266	-18.951733	1.357902	0.000000	1.000000	31.000000	0.000000	0.000000	30.000000
-5.731974	96.305647	6.862064	-59.044219	54.000000	222.000000	-67.000000	-71.000000	-0.002451	-0.574755	-0.003676	0.061275	70.069794	-18.972101	1.353954	0.000000	1.000000	31.000000	0.000000	0.000000	30.000000
-5.731974	96.305647	6.862064	-59.044219	54.000000	222.000000	-67.000000	-71.000000	-0.002451	-0.574755	-0.003676	0.061275	70.081231	-18.958467	1.345632	0.000000	1.000000	31.000000	0.000000	0.000000	30.000000
-5.731974	96.305647	6.862064	-59.044219	54.000000	222.000000	-67.000000	-71.000000	-0.002451	-0.574755	-0.003676	0.061275	70.076572	-18.972977	1.335634	0.000000	1.000000	31.000000	0.000000	0.000000	30.000000
-27.524732	76.809325	30.370359	-85.414384	-123.000000	227.000000	-257.000000	-236.000000	-0.000613	1.940564	0.217525	-0.196691	80.018166	1.481942	0.099396	0.000000	3.999994	41.999994	0.000000	0.000000	41.000000
-27.524732	76.809325	30.370359	-85.414384	-123.000000	227.000000	-257.000000	-236.000000	-0.000613	1.940564	0.217525	-0.196691	80.025367	1.469467	0.115680	0.000000	3.999994	41.999994	0.000000	0.000000	41.000000
-27.524732	76.809325	30.370359	-85.414384	-123.000000	227.000000	-257.000000	-236.000000	-0.000613	1.940564	0.217525	-0.196691	80.009695	1.466612	0.117216	0.000000	3.952381	41.952381	0.000000	0.000000	41.000000
-27.524732	76.809325	30.370359	-85.414384	-123.000000	227.000000	-257.000000	-236.000000	-0.000613	1.940564	0.217525	-0.196691	80.019437	1.469843	0.104350	0.000000	3.952381	41.952381	0.000000	0.000000	41.000000
-27.524732	76.809325	30.370359	-85.414384	-123.000000	227.000000	-257.000000	-236.000000	-0.000613	1.940564	0.217525	-0.196691	80.011389	1.462933	0.108987	0.000000	3.952381	41.952381	0.000000	0.000000	41.000000
-3.440294	95.159411	32.667563	-40.700326	38.000000	284.000000	-90.000000	-69.000000	-0.003676	-0.678309	0.039216	0.172181	93.421592	-1.067645	-0.133402	0.000000	3.000000	29.000000	0.000000	0.000000	29.000000
-3.440294	95.159411	32.667563	-40.700326	38.000000	284.000000	-90.000000	-69.000000	-0.003676	-0.678922	0.039216	0.172794	93.435994	-1.081298	-0.161128	0.000000	3.000000	29.000000	0.000000	0.000000	29.000000
-3.440294	95.159411	32.667563	-40.700326	38.000000	284.000000	-90.000000	-69.000000	-0.004289	-0.678309	0.038603	0.173407	93.430911	-1.084207	-0.159680	0.000000	3.000000	29.000000	0.000000	0.000000	29.000000
-3.440294	95.159411	32.667563	-40.700326	38.000000	284.000000	-90.000000	-69.000000	-0.004289	-0.678309	0.038603	0.173407	93.427099	-1.083894	-0.161411	0.000000	3.000000	29.000000	0.000000	0.000000	29.000000
-3.440294	95.159411	32.667563	-40.700326	38.000000	284.000000	-90.000000	-69.000000	-0.004289	-0.678309	0.038603	0.174632	93.441500	-1.084946	-0.146717	0.000000	3.000000	29.000000	0.000000	0.000000	29.000000
