targetRight_x[pixels] targetRight_y[pixels] targetLeft_x[pixels] targetLeft_y[pixels] dQ0[deg/s] dQ1[deg/s] dQ2[deg/s] dQ3[deg/s] 
-22.000 -25.000 -19.000 -25.000 0.000 0.000 0.000 0.000 
-22.000 -25.000 -19.000 -25.000 0.000 0.000 0.000 0.000 
-22.000 -25.000 -19.000 -25.000 0.000 0.000 0.000 0.000 
-22.000 -25.000 -19.000 -25.000 0.000 0.000 0.000 0.000 
-22.000 -25.000 -19.000 -25.000 0.000 0.000 0.000 0.000 
-22.000 -25.000 -19.000 -25.000 0.000 0.000 0.000 0.000 
-22.000 -25.000 -19.000 -25.000 0.000 0.000 0.000 0.000 
-22.000 -25.000 -19.000 -25.000 0.000 0.000 0.000 0.000 
-22.000 -25.000 -19.000 -25.000 0.000 0.000 0.000 0.000 
-22.000 -25.000 -19.000 -25.000 0.000 0.000 0.000 0.000 
-22.000 -25.000 -19.000 -24.998 0.000 0.000 0.000 0.000 
-22.000 -25.000 -19.000 -24.998 0.000 0.000 0.000 0.000 
-22.000 -25.000 -19.000 -24.998 0.000 0.000 0.000 0.000 
-22.000 -25.000 -19.000 -24.953 0.000 0.000 0.000 0.000 
-22.000 -25.000 -19.000 -24.953 0.000 0.000 0.000 0.000 
-22.000 -25.000 -19.000 -24.953 0.000 0.000 0.000 0.000 
-22.000 -25.000 -19.000 -24.953 0.000 0.000 0.000 0.000 
-22.950 -24.000 -19.000 -25.000 0.000 0.000 0.000 0.000 
-22.950 -24.000 -19.000 -25.000 0.000 0.000 0.000 0.000 
-22.950 -24.000 -19.000 -25.000 0.000 0.000 0.000 0.000 
-22.045 -24.002 -19.000 -25.000 0.000 0.000 0.000 0.000 
-22.045 -24.002 -19.000 -25.000 0.000 0.000 0.000 0.000 
-22.045 -24.002 -19.000 -25.000 0.000 0.000 0.000 0.000 
-22.905 -24.047 -19.000 -25.000 0.000 0.000 0.000 0.000 
-22.905 -24.047 -19.000 -25.000 0.000 0.000 0.000 0.000 
-22.905 -24.047 -19.000 -25.000 0.000 0.000 0.000 0.000 
-22.905 -24.047 -19.000 -25.000 0.000 0.000 0.000 0.000 
-22.048 -24.000 -19.000 -25.000 0.000 0.000 0.000 0.000 
-22.048 -24.000 -19.000 -25.000 0.000 0.000 0.000 0.000 
-22.048 -24.000 -19.000 -25.000 0.000 0.000 0.000 0.000 
-21.052 -24.000 -19.000 -25.000 0.000 0.000 0.000 0.000 
-21.052 -24.000 -19.000 -25.000 0.000 0.000 0.000 0.000 
-21.052 -24.000 -19.000 -25.000 0.000 0.000 0.000 0.000 
-22.952 -24.000 -19.000 -25.000 0.000 0.000 0.000 0.000 
-22.952 -24.000 -19.000 -25.000 0.000 0.000 0.000 0.000 
-22.952 -24.000 -19.000 -25.000 0.000 0.000 0.000 0.000 
-22.952 -24.000 -19.000 -25.000 0.000 0.000 0.000 0.000 
-22.048 -24.000 -19.000 -24.048 0.000 0.000 0.000 0.000 
-22.048 -24.000 -19.000 -24.048 0.000 0.000 0.000 0.000 
-22.048 -24.000 -19.000 -24.048 0.000 0.000 0.000 0.000 
-22.952 -24.000 -18.953 -24.952 0.000 0.000 0.000 0.000 
-22.952 -24.000 -18.953 -24.952 0.000 0.000 0.000 0.000 
-22.952 -24.000 -18.953 -24.952 0.000 0.000 0.000 0.000 
-21.998 -24.050 -19.000 -24.998 0.000 0.000 0.000 0.000 
-21.998 -24.050 -19.000 -24.998 0.000 0.000 0.000 0.000 
-21.998 -24.050 -19.000 -24.998 0.000 0.000 0.000 0.000 
-21.955 -24.998 -18.953 -24.953 0.000 0.000 0.000 0.000 
-21.955 -24.998 -18.953 -24.953 0.000 0.000 0.000 0.000 
-21.955 -24.998 -18.953 -24.953 0.000 0.000 0.000 0.000 
-21.955 -24.998 -18.953 -24.953 0.000 0.000 0.000 0.000 
-22.000 -24.048 -18.998 -24.048 0.000 0.000 0.000 0.000 
-22.000 -24.048 -18.998 -24.048 0.000 0.000 0.000 0.000 
-22.000 -24.048 -18.998 -24.048 0.000 0.000 0.000 0.000 
-22.000 -25.000 -19.000 -25.000 0.000 0.000 0.000 0.000 
-22.000 -25.000 -19.000 -25.000 0.000 0.000 0.000 0.000 
-22.000 -25.000 -19.000 -25.000 0.000 0.000 0.000 0.000 
-22.000 -25.000 -19.000 -25.000 0.000 0.000 0.000 0.000 
-22.000 -24.000 -19.000 -24.050 0.000 0.000 0.000 0.000 
-22.000 -24.000 -19.000 -24.050 0.000 0.000 0.000 0.000 
-22.000 -24.000 -19.000 -24.050 0.000 0.000 0.000 0.000 
-22.000 -24.000 -19.000 -25.000 0.000 0.000 0.000 0.000 
-22.000 -24.000 -19.000 -25.000 0.000 0.000 0.000 0.000 
-22.000 -24.000 -19.000 -25.000 0.000 0.000 0.000 0.000 
-22.000 -24.002 -18.953 -25.000 0.000 0.000 0.000 0.000 
-22.000 -24.002 -18.953 -25.000 0.000 0.000 0.000 0.000 
-22.000 -24.002 -18.953 -25.000 0.000 0.000 0.000 0.000 
-22.000 -24.002 -18.953 -25.000 0.000 0.000 0.000 0.000 
-21.050 -24.997 -18.048 -25.000 0.000 0.000 0.000 0.000 
-21.050 -24.997 -18.048 -25.000 0.000 0.000 0.000 0.000 
-21.050 -24.997 -18.048 -25.000 0.000 0.000 0.000 0.000 
-22.000 -24.955 -18.952 -25.000 0.000 0.000 0.000 0.000 
-22.000 -24.955 -18.952 -25.000 0.000 0.000 0.000 0.000 
-22.000 -24.955 -18.952 -25.000 0.000 0.000 0.000 0.000 
-22.000 -24.048 -19.000 -25.000 0.000 0.000 0.000 0.000 
-22.000 -24.048 -19.000 -25.000 0.000 0.000 0.000 0.000 
-22.000 -24.048 -19.000 -25.000 0.000 0.000 0.000 0.000 
-22.000 -24.998 -19.000 -25.000 0.000 0.000 0.000 0.000 
-22.000 -24.998 -19.000 -25.000 0.000 0.000 0.000 0.000 
-22.000 -24.998 -19.000 -25.000 0.000 0.000 0.000 0.000 
-22.000 -24.998 -19.000 -25.000 0.000 0.000 0.000 0.000 
-22.000 -25.000 -19.000 -25.000 0.000 0.000 0.000 0.000 
-22.000 -25.000 -19.000 -25.000 0.000 0.000 0.000 0.000 
-22.000 -25.000 -19.000 -25.000 0.000 0.000 0.000 0.000 
-22.000 -24.950 -18.048 -25.000 0.000 0.000 0.000 0.000 
-22.000 -24.950 -18.048 -25.000 0.000 0.000 0.000 0.000 
-22.000 -24.950 -18.048 -25.000 0.000 0.000 0.000 0.000 
-22.000 -22.102 -19.902 -24.048 0.000 0.000 0.000 0.000 
-22.000 -22.102 -19.902 -24.048 0.000 0.000 0.000 0.000 
-22.000 -22.102 -19.902 -24.048 0.000 0.000 0.000 0.000 
-22.000 -22.102 -19.902 -24.048 0.000 0.000 0.000 0.000 
-22.000 -25.805 -19.002 -24.000 0.000 0.000 0.000 0.000 
-22.000 -25.805 -19.002 -24.000 0.000 0.000 0.000 0.000 
-22.000 -25.805 -19.002 -24.000 0.000 0.000 0.000 0.000 
-22.000 -21.953 -19.000 -24.000 0.000 0.000 0.000 0.000 
-22.000 -21.953 -19.000 -24.000 0.000 0.000 0.000 0.000 
-22.000 -21.953 -19.000 -24.000 0.000 0.000 0.000 0.000 
-22.000 -22.047 -19.000 -24.000 0.000 0.000 0.000 0.000 
-22.000 -22.047 -19.000 -24.000 0.000 0.000 0.000 0.000 
-22.000 -22.047 -19.000 -24.000 0.000 0.000 0.000 0.000 
-22.000 -22.047 -19.000 -24.000 0.000 0.000 0.000 0.000 
-22.000 -22.950 -19.000 -24.000 0.000 0.000 0.000 0.000 
-22.000 -22.950 -19.000 -24.000 0.000 0.000 0.000 0.000 
-22.000 -22.950 -19.000 -24.000 0.000 0.000 0.000 0.000 
-22.000 -22.000 -19.047 -24.000 0.000 0.000 0.000 0.000 
-22.000 -22.000 -19.047 -24.000 0.000 0.000 0.000 0.000 
-22.000 -22.000 -19.047 -24.000 0.000 0.000 0.000 0.000 
-22.000 -22.955 -19.000 -24.000 0.000 0.000 0.000 0.000 
-22.000 -22.955 -19.000 -24.000 0.000 0.000 0.000 0.000 
-22.000 -22.955 -19.000 -24.000 0.000 0.000 0.000 0.000 
-22.000 -22.955 -19.000 -24.000 0.000 0.000 0.000 0.000 
-22.000 -22.095 -19.000 -24.000 0.000 0.000 0.000 0.000 
-22.000 -22.095 -19.000 -24.000 0.000 0.000 0.000 0.000 
-22.000 -22.095 -19.000 -24.000 0.000 0.000 0.000 0.000 
-22.000 -23.905 -19.000 -24.000 0.000 0.000 0.000 0.000 
-22.000 -23.905 -19.000 -24.000 0.000 0.000 0.000 0.000 
-22.000 -23.905 -19.000 -24.000 0.000 0.000 0.000 0.000 
-22.000 -22.095 -19.000 -24.000 0.000 0.000 0.000 0.000 
-22.000 -22.095 -19.000 -24.000 0.000 0.000 0.000 0.000 
-22.000 -22.095 -19.000 -24.000 0.000 0.000 0.000 0.000 
-22.000 -22.095 -19.000 -24.000 0.000 0.000 0.000 0.000 
-22.000 -23.945 -19.000 -24.000 0.000 0.000 0.000 0.000 
-22.000 -23.945 -19.000 -24.000 0.000 0.000 0.000 0.000 
-22.000 -23.945 -19.000 -24.000 0.000 0.000 0.000 0.000 
-22.000 -23.045 -18.048 -24.000 0.000 0.000 0.000 0.000 
-22.000 -23.045 -18.048 -24.000 0.000 0.000 0.000 0.000 
-22.000 -23.045 -18.048 -24.000 0.000 0.000 0.000 0.000 
-22.950 -23.002 -19.950 -24.000 0.000 0.000 0.000 0.000 
-22.950 -23.002 -19.950 -24.000 0.000 0.000 0.000 0.000 
-22.950 -23.002 -19.950 -24.000 0.000 0.000 0.000 0.000 
-22.950 -23.002 -19.950 -24.000 0.000 0.000 0.000 0.000 
-22.000 -22.050 -18.098 -23.998 0.000 0.000 0.000 0.000 
-22.000 -22.050 -18.098 -23.998 0.000 0.000 0.000 0.000 
-22.000 -22.050 -18.098 -23.998 0.000 0.000 0.000 0.000 
-22.000 -23.002 -19.002 -23.003 0.000 0.000 0.000 0.000 
-22.000 -23.002 -19.002 -23.003 0.000 0.000 0.000 0.000 
-22.000 -23.002 -19.002 -23.003 0.000 0.000 0.000 0.000 
-22.000 -23.005 -19.000 -23.952 0.000 0.000 0.000 0.000 
-22.000 -23.005 -19.000 -23.952 0.000 0.000 0.000 0.000 
-22.000 -23.005 -19.000 -23.952 0.000 0.000 0.000 0.000 
-22.000 -23.005 -19.000 -23.952 0.000 0.000 0.000 0.000 
-22.000 -23.000 -19.000 -22.905 0.000 0.000 0.000 0.000 
-22.000 -23.000 -19.000 -22.905 0.000 0.000 0.000 0.000 
-22.000 -23.000 -19.000 -22.905 0.000 0.000 0.000 0.000 
-22.000 -24.002 -19.002 -23.950 0.000 0.000 0.000 0.000 
-22.000 -24.002 -19.002 -23.950 0.000 0.000 0.000 0.000 
-22.000 -24.002 -19.002 -23.950 0.000 0.000 0.000 0.000 
-22.000 -24.000 -19.000 -24.000 0.000 0.000 0.000 0.000 
-22.000 -24.000 -19.000 -24.000 0.000 0.000 0.000 0.000 
-22.000 -24.000 -19.000 -24.000 0.000 0.000 0.000 0.000 
-22.000 -24.000 -19.000 -24.000 0.000 0.000 0.000 0.000 
-22.000 -24.000 -19.000 -24.000 0.000 0.000 0.000 0.000 
-22.000 -24.000 -19.000 -24.000 0.000 0.000 0.000 0.000 
-22.000 -24.000 -19.000 -24.000 0.000 0.000 0.000 0.000 
-22.000 -24.000 -19.000 -23.048 0.000 0.000 0.000 0.000 
-22.000 -24.000 -19.000 -23.048 0.000 0.000 0.000 0.000 
-22.000 -24.000 -19.000 -23.048 0.000 0.000 0.000 0.000 
-22.000 -24.000 -19.000 -24.000 0.000 0.000 0.000 0.000 
-22.000 -24.000 -19.000 -24.000 0.000 0.000 0.000 0.000 
-22.000 -24.000 -19.000 -24.000 0.000 0.000 0.000 0.000 
-22.000 -24.000 -19.000 -24.000 0.000 0.000 0.000 0.000 
-22.000 -24.000 -19.000 -23.048 0.000 0.000 0.000 0.000 
-22.000 -24.000 -19.000 -23.048 0.000 0.000 0.000 0.000 
-22.000 -24.000 -19.000 -23.048 0.000 0.000 0.000 0.000 
-22.000 -24.000 -19.000 -24.000 0.000 0.000 0.000 0.000 
-22.000 -24.000 -19.000 -24.000 0.000 0.000 0.000 0.000 
-22.000 -24.000 -19.000 -24.000 0.000 0.000 0.000 0.000 
-22.000 -22.100 -19.000 -23.048 0.000 0.000 0.000 0.000 
-22.000 -22.100 -19.000 -23.048 0.000 0.000 0.000 0.000 
-22.000 -22.100 -19.000 -23.048 0.000 0.000 0.000 0.000 
-22.000 -22.100 -19.000 -23.048 0.000 0.000 0.000 0.000 
-22.000 -24.047 -19.000 -24.000 0.000 0.000 0.000 0.000 
-22.000 -24.047 -19.000 -24.000 0.000 0.000 0.000 0.000 
-22.000 -24.047 -19.000 -24.000 0.000 0.000 0.000 0.000 
-22.000 -22.100 -18.998 -22.098 0.000 0.000 0.000 0.000 
-22.000 -22.100 -18.998 -22.098 0.000 0.000 0.000 0.000 
-22.000 -22.100 -18.998 -22.098 0.000 0.000 0.000 0.000 
-22.950 -22.957 -19.047 -23.000 0.000 0.000 0.000 0.000 
-22.950 -22.957 -19.047 -23.000 0.000 0.000 0.000 0.000 
-22.950 -22.957 -19.047 -23.000 0.000 0.000 0.000 0.000 
-22.950 -22.957 -19.047 -23.000 0.000 0.000 0.000 0.000 
-22.048 -23.047 -19.000 -23.047 0.000 0.000 0.000 0.000 
-22.048 -23.047 -19.000 -23.047 0.000 0.000 0.000 0.000 
-22.048 -23.047 -19.000 -23.047 0.000 0.000 0.000 0.000 
-22.000 -23.952 -19.000 -23.952 0.000 0.000 0.000 0.000 
-22.000 -23.952 -19.000 -23.952 0.000 0.000 0.000 0.000 
-22.000 -23.952 -19.000 -23.952 0.000 0.000 0.000 0.000 
-22.000 -23.048 -19.000 -23.048 0.000 0.000 0.000 0.000 
-22.000 -23.048 -19.000 -23.048 0.000 0.000 0.000 0.000 
-22.000 -23.048 -19.000 -23.048 0.000 0.000 0.000 0.000 
-22.000 -24.000 -18.048 -23.952 0.000 0.000 0.000 0.000 
-22.000 -24.000 -18.048 -23.952 0.000 0.000 0.000 0.000 
-22.000 -24.000 -18.048 -23.952 0.000 0.000 0.000 0.000 
-22.000 -24.000 -18.048 -23.952 0.000 0.000 0.000 0.000 
-22.000 -23.998 -19.000 -23.000 0.000 0.000 0.000 0.000 
-22.000 -23.998 -19.000 -23.000 0.000 0.000 0.000 0.000 
-22.000 -23.998 -19.000 -23.000 0.000 0.000 0.000 0.000 
-21.998 -23.953 -18.998 -23.002 0.000 0.000 0.000 0.000 
-21.998 -23.953 -18.998 -23.002 0.000 0.000 0.000 0.000 
-21.998 -23.953 -18.998 -23.002 0.000 0.000 0.000 0.000 
-22.000 -23.952 -19.000 -23.950 0.000 0.000 0.000 0.000 
-22.000 -23.952 -19.000 -23.950 0.000 0.000 0.000 0.000 
-22.000 -23.952 -19.000 -23.950 0.000 0.000 0.000 0.000 
-22.000 -23.952 -19.000 -23.950 0.000 0.000 0.000 0.000 
-22.000 -23.048 -19.000 -23.048 0.000 0.000 0.000 0.000 
-11.000 6.000 -7.002 7.000 0.000 0.000 0.000 0.000 
-11.000 6.000 -7.002 7.000 0.000 0.000 0.000 0.000 
-11.000 6.000 -7.000 6.055 0.000 0.000 0.000 0.000 
-11.000 6.000 -7.000 6.055 0.000 0.000 0.000 0.000 
-11.000 6.000 -7.000 6.055 0.000 0.000 0.000 0.000 
-11.000 6.000 -7.000 6.052 0.000 0.000 0.000 0.000 
-11.000 6.000 -7.000 6.052 0.000 0.000 0.000 0.000 
-11.000 6.000 -7.000 6.052 0.000 0.000 0.000 0.000 
-11.000 6.000 -7.000 6.052 0.000 0.000 0.000 0.000 
-11.000 6.000 -7.000 6.052 0.000 0.000 0.000 0.000 
-11.000 6.000 -7.000 6.052 0.000 0.000 0.000 0.000 
-11.000 6.000 -7.000 6.052 0.000 0.000 0.000 0.000 
-10.998 5.998 -7.000 6.052 0.000 0.000 0.000 0.000 
-10.998 5.998 -7.000 6.052 0.000 0.000 0.000 0.000 
-10.998 5.998 -7.000 6.052 0.000 0.000 0.000 0.000 
-11.000 6.000 -7.000 6.052 0.000 0.000 0.000 0.000 
-11.000 6.000 -7.000 6.052 0.000 0.000 0.000 0.000 
-11.000 6.000 -7.000 6.052 0.000 0.000 0.000 0.000 
-11.000 6.000 -7.000 6.052 0.000 0.000 0.000 0.000 
-11.000 6.000 -7.000 6.052 0.000 0.000 0.000 0.000 
-11.000 6.000 -7.000 6.052 0.000 0.000 0.000 0.000 
-11.000 6.000 -7.000 6.052 0.000 0.000 0.000 0.000 
-11.000 6.000 -7.000 6.052 0.000 0.000 0.000 0.000 
-11.000 6.000 -7.000 6.052 0.000 0.000 0.000 0.000 
-11.000 6.000 -7.000 6.052 0.000 0.000 0.000 0.000 
-11.000 6.950 -7.000 7.002 0.000 0.000 0.000 0.000 
-11.000 6.950 -7.000 7.002 0.000 0.000 0.000 0.000 
-11.000 6.950 -7.000 7.002 0.000 0.000 0.000 0.000 
-11.000 6.950 -7.000 7.002 0.000 0.000 0.000 0.000 
-11.000 6.002 -7.000 7.950 0.000 0.000 0.000 0.000 
-11.000 6.002 -7.000 7.950 0.000 0.000 0.000 0.000 
-11.000 6.002 -7.000 7.950 0.000 0.000 0.000 0.000 
-10.998 5.957 -7.000 6.998 0.000 0.000 0.000 0.000 
-10.998 5.957 -7.000 6.998 0.000 0.000 0.000 0.000 
-10.998 5.957 -7.000 6.998 0.000 0.000 0.000 0.000 
-11.000 6.000 -7.000 7.095 0.000 0.000 0.000 0.000 
-11.000 6.000 -7.000 7.095 0.000 0.000 0.000 0.000 
-11.000 6.000 -7.000 7.095 0.000 0.000 0.000 0.000 
-11.000 6.000 -7.000 7.095 0.000 0.000 0.000 0.000 
-11.000 6.000 -7.000 6.998 0.000 0.000 0.000 0.000 
-11.000 6.000 -7.000 6.998 0.000 0.000 0.000 0.000 
-11.000 6.000 -7.000 6.998 0.000 0.000 0.000 0.000 
-11.000 6.000 -7.000 7.095 0.000 0.000 0.000 0.000 
-11.000 6.000 -7.000 7.095 0.000 0.000 0.000 0.000 
-11.000 6.000 -7.000 7.095 0.000 0.000 0.000 0.000 
-11.000 6.000 -7.000 7.000 0.000 0.000 0.000 0.000 
-11.000 6.000 -7.000 7.000 0.000 0.000 0.000 0.000 
-11.000 6.000 -7.000 7.000 0.000 0.000 0.000 0.000 
-11.000 6.000 -7.000 7.000 0.000 0.000 0.000 0.000 
-11.000 6.997 -7.000 7.000 0.000 0.000 0.000 0.000 
-11.000 6.997 -7.000 7.000 0.000 0.000 0.000 0.000 
-11.000 6.997 -7.000 7.000 0.000 0.000 0.000 0.000 
-11.000 6.955 -7.000 7.000 0.000 0.000 0.000 0.000 
-11.000 6.955 -7.000 7.000 0.000 0.000 0.000 0.000 
-11.000 6.955 -7.000 7.000 0.000 0.000 0.000 0.000 
-11.000 6.097 -7.000 7.000 0.000 0.000 0.000 0.000 
-11.000 6.097 -7.000 7.000 0.000 0.000 0.000 0.000 
-11.000 6.097 -7.000 7.000 0.000 0.000 0.000 0.000 
-11.000 6.097 -7.000 7.000 0.000 0.000 0.000 0.000 
-11.000 6.000 -7.000 7.000 0.000 0.000 0.000 0.000 
-11.000 6.000 -7.000 7.000 0.000 0.000 0.000 0.000 
-11.000 6.000 -7.000 7.000 0.000 0.000 0.000 0.000 
-11.000 6.000 -7.000 7.000 0.000 0.000 0.000 0.000 
-11.000 6.000 -7.000 7.000 0.000 0.000 0.000 0.000 
-11.000 6.000 -7.000 7.000 0.000 0.000 0.000 0.000 
-11.000 6.000 -7.000 7.000 0.000 0.000 0.000 0.000 
-11.000 6.000 -7.000 7.000 0.000 0.000 0.000 0.000 
-11.000 6.000 -7.000 7.000 0.000 0.000 0.000 0.000 
-11.000 6.000 -7.000 7.000 0.000 0.000 0.000 0.000 
-10.998 5.950 -7.000 7.000 0.000 0.000 0.000 0.000 
-10.998 5.950 -7.000 7.000 0.000 0.000 0.000 0.000 
-10.998 5.950 -7.000 7.000 0.000 0.000 0.000 0.000 
-10.998 6.000 -7.000 7.000 0.000 0.000 0.000 0.000 
-10.998 6.000 -7.000 7.000 0.000 0.000 0.000 0.000 
-10.998 6.000 -7.000 7.000 0.000 0.000 0.000 0.000 
-11.000 6.000 -7.000 7.000 0.000 0.000 0.000 0.000 
-11.000 6.000 -7.000 7.000 0.000 0.000 0.000 0.000 
-11.000 6.000 -7.000 7.000 0.000 0.000 0.000 0.000 
-11.000 6.000 -7.000 7.000 0.000 0.000 0.000 0.000 
-10.953 6.048 -7.000 7.000 0.000 0.000 0.000 0.000 
-10.953 6.048 -7.000 7.000 0.000 0.000 0.000 0.000 
-10.953 6.048 -7.000 7.000 0.000 0.000 0.000 0.000 
-11.000 6.000 -7.000 7.000 0.000 0.000 0.000 0.000 
-11.000 6.000 -7.000 7.000 0.000 0.000 0.000 0.000 
-11.000 6.000 -7.000 7.000 0.000 0.000 0.000 0.000 
-10.000 6.002 -7.000 7.000 0.000 0.000 0.000 0.000 
-10.000 6.002 -7.000 7.000 0.000 0.000 0.000 0.000 
-10.000 6.002 -7.000 7.000 0.000 0.000 0.000 0.000 
-10.000 6.000 -7.000 7.000 0.000 0.000 0.000 0.000 
-10.000 6.000 -7.000 7.000 0.000 0.000 0.000 0.000 
-10.000 6.000 -7.000 7.000 0.000 0.000 0.000 0.000 
-10.000 6.000 -7.000 7.000 0.000 0.000 0.000 0.000 
-10.000 6.000 -7.000 7.000 0.000 0.000 0.000 0.000 
-10.000 6.000 -7.000 7.000 0.000 0.000 0.000 0.000 
-10.000 6.000 -7.000 7.000 0.000 0.000 0.000 0.000 
-10.000 6.000 -7.000 7.000 0.000 0.000 0.000 0.000 
-10.000 6.000 -7.000 7.000 0.000 0.000 0.000 0.000 
-10.000 6.000 -7.000 7.000 0.000 0.000 0.000 0.000 
-10.000 6.000 -7.000 7.000 0.000 0.000 0.000 0.000 
-10.000 6.000 -7.000 7.000 0.000 0.000 0.000 0.000 
-10.000 6.000 -7.000 7.000 0.000 0.000 0.000 0.000 
-10.000 6.000 -7.000 7.000 0.000 0.000 0.000 0.000 
-10.998 6.997 -7.000 7.000 0.000 0.000 0.000 0.000 
-10.998 6.997 -7.000 7.000 0.000 0.000 0.000 0.000 
-10.998 6.997 -7.000 7.000 0.000 0.000 0.000 0.000 
-10.050 6.050 -7.000 7.000 0.000 0.000 0.000 0.000 
-10.050 6.050 -7.000 7.000 0.000 0.000 0.000 0.000 
-10.050 6.050 -7.000 7.000 0.000 0.000 0.000 0.000 
-10.000 6.950 -7.000 7.000 0.000 0.000 0.000 0.000 
-10.000 6.950 -7.000 7.000 0.000 0.000 0.000 0.000 
-10.000 6.950 -7.000 7.000 0.000 0.000 0.000 0.000 
-10.000 6.950 -7.000 7.000 0.000 0.000 0.000 0.000 
-10.000 6.048 -7.000 7.000 0.000 0.000 0.000 0.000 
-10.000 6.048 -7.000 7.000 0.000 0.000 0.000 0.000 
-10.000 6.048 -7.000 7.000 0.000 0.000 0.000 0.000 
-10.950 6.952 -7.000 7.000 0.000 0.000 0.000 0.000 
-10.950 6.952 -7.000 7.000 0.000 0.000 0.000 0.000 
-10.950 6.952 -7.000 7.000 0.000 0.000 0.000 0.000 
-10.048 6.048 -7.048 7.000 0.000 0.000 0.000 0.000 
-10.048 6.048 -7.048 7.000 0.000 0.000 0.000 0.000 
-10.048 6.048 -7.048 7.000 0.000 0.000 0.000 0.000 
-10.048 6.048 -7.048 7.000 0.000 0.000 0.000 0.000 
-10.000 6.998 -7.000 7.000 0.000 0.000 0.000 0.000 
-10.000 6.998 -7.000 7.000 0.000 0.000 0.000 0.000 
-10.000 6.998 -7.000 7.000 0.000 0.000 0.000 0.000 
-10.000 8.898 -7.000 7.000 0.000 0.000 0.000 0.000 
-10.000 8.898 -7.000 7.000 0.000 0.000 0.000 0.000 
-10.000 8.898 -7.000 7.000 0.000 0.000 0.000 0.000 
-10.047 6.100 -7.000 7.095 0.000 0.000 0.000 0.000 
-10.047 6.100 -7.000 7.095 0.000 0.000 0.000 0.000 
-10.047 6.100 -7.000 7.095 0.000 0.000 0.000 0.000 
-10.047 6.100 -7.000 7.095 0.000 0.000 0.000 0.000 
-11.948 6.050 -7.000 7.000 0.000 0.000 0.000 0.000 
-11.948 6.050 -7.000 7.000 0.000 0.000 0.000 0.000 
-11.948 6.050 -7.000 7.000 0.000 0.000 0.000 0.000 
-11.000 7.000 -7.000 7.000 0.000 0.000 0.000 0.000 
-11.000 7.000 -7.000 7.000 0.000 0.000 0.000 0.000 
-11.000 7.000 -7.000 7.000 0.000 0.000 0.000 0.000 
-11.950 4.150 -7.000 7.000 0.000 0.000 0.000 0.000 
-11.950 4.150 -7.000 7.000 0.000 0.000 0.000 0.000 
-11.950 4.150 -7.000 7.000 0.000 0.000 0.000 0.000 
-11.950 4.150 -7.000 7.000 0.000 0.000 0.000 0.000 
-10.003 6.950 -7.000 9.000 0.000 0.000 0.000 0.000 
-10.003 6.950 -7.000 9.000 0.000 0.000 0.000 0.000 
-10.003 6.950 -7.000 9.000 0.000 0.000 0.000 0.000 
-10.000 5.095 -7.000 7.955 0.000 0.000 0.000 0.000 
-10.000 5.095 -7.000 7.955 0.000 0.000 0.000 0.000 
-10.000 5.095 -7.000 7.955 0.000 0.000 0.000 0.000 
-10.000 7.000 -6.952 7.002 0.000 0.000 0.000 0.000 
-10.000 7.000 -6.952 7.002 0.000 0.000 0.000 0.000 
-10.000 7.000 -6.952 7.002 0.000 0.000 0.000 0.000 
-10.000 7.000 -7.000 8.000 0.000 0.000 0.000 0.000 
-10.000 7.000 -7.000 8.000 0.000 0.000 0.000 0.000 
-10.000 7.000 -7.000 8.000 0.000 0.000 0.000 0.000 
-10.000 7.000 -7.000 8.000 0.000 0.000 0.000 0.000 
-10.000 7.000 -7.000 8.000 0.000 0.000 0.000 0.000 
-10.000 7.000 -7.000 8.000 0.000 0.000 0.000 0.000 
-10.000 7.000 -7.000 8.000 0.000 0.000 0.000 0.000 
-10.000 7.000 -7.000 8.000 0.000 0.000 0.000 0.000 
-10.000 7.000 -7.000 8.000 0.000 0.000 0.000 0.000 
-10.000 7.000 -7.000 8.000 0.000 0.000 0.000 0.000 
-10.000 7.000 -7.000 8.000 0.000 0.000 0.000 0.000 
-10.000 7.000 -7.000 8.000 0.000 0.000 0.000 0.000 
-10.000 7.000 -7.000 8.000 0.000 0.000 0.000 0.000 
-10.000 7.000 -7.000 8.000 0.000 0.000 0.000 0.000 
-10.000 7.000 -7.000 8.000 0.000 0.000 0.000 0.000 
-10.000 7.000 -7.000 8.000 0.000 0.000 0.000 0.000 
-10.000 7.000 -7.000 8.000 0.000 0.000 0.000 0.000 
-10.000 6.952 -7.000 8.000 0.000 0.000 0.000 0.000 
-10.000 6.952 -7.000 8.000 0.000 0.000 0.000 0.000 
-10.000 6.952 -7.000 8.000 0.000 0.000 0.000 0.000 
-10.000 7.000 -7.000 8.002 0.000 0.000 0.000 0.000 
-10.000 7.000 -7.000 8.002 0.000 0.000 0.000 0.000 
-10.000 7.000 -7.000 8.002 0.000 0.000 0.000 0.000 
-10.000 7.000 -7.000 8.002 0.000 0.000 0.000 0.000 
-10.000 7.000 -7.000 8.000 0.000 0.000 0.000 0.000 
-10.000 7.000 -7.000 8.000 0.000 0.000 0.000 0.000 
-10.000 7.000 -7.000 8.000 0.000 0.000 0.000 0.000 
-10.000 7.000 -7.000 8.000 0.000 0.000 0.000 0.000 
-10.000 7.000 -7.000 8.000 0.000 0.000 0.000 0.000 
-10.000 7.000 -7.000 8.000 0.000 0.000 0.000 0.000 
