targetRight_x[pixels] targetRight_y[pixels] targetLeft_x[pixels] targetLeft_y[pixels] dQ0[deg/s] dQ1[deg/s] dQ2[deg/s] dQ3[deg/s] 
-17.055 -14.053 -16.003 -14.003 1.439 -0.187 0.799 1.773 
-16.050 -13.000 -14.050 -12.003 1.720 0.449 0.877 3.396 
-16.050 -13.000 -14.050 -12.003 1.722 0.450 0.878 3.399 
-16.000 -12.000 -14.000 -11.050 1.769 0.567 0.869 3.534 
-16.000 -12.000 -14.000 -11.050 1.774 0.567 0.865 3.538 
-15.003 -11.003 -14.000 -10.050 1.375 0.043 0.698 1.890 
-14.003 -11.000 -13.003 -10.050 1.275 -0.005 0.663 1.787 
-14.003 -11.000 -13.003 -10.050 1.277 -0.005 0.663 1.789 
-13.003 -10.003 -12.003 -10.000 1.223 0.063 0.623 1.813 
-13.003 -10.003 -12.003 -10.000 1.225 0.064 0.623 1.815 
-12.003 -8.003 -11.000 -8.003 1.222 0.251 0.575 1.977 
-12.003 -8.003 -11.000 -8.003 1.223 0.252 0.574 1.980 
-10.003 -8.000 -10.000 -8.000 0.653 -0.450 0.389 0.043 
-10.003 -8.000 -10.000 -8.000 0.654 -0.450 0.389 0.043 
-10.003 -8.000 -10.000 -8.000 0.654 -0.450 0.389 0.043 
-10.050 -7.003 -9.050 -7.003 1.071 0.273 0.503 1.897 
-10.050 -7.003 -9.050 -7.003 1.071 0.273 0.504 1.896 
-10.000 -7.000 -9.000 -7.000 1.067 0.271 0.502 1.894 
-10.000 -7.000 -9.000 -7.000 1.069 0.271 0.500 1.894 
-9.050 -6.003 -8.002 -5.998 1.038 0.371 0.465 2.008 
-9.050 -6.003 -8.002 -5.998 1.039 0.371 0.464 2.011 
-8.000 -6.000 -7.000 -5.998 0.913 0.293 0.424 1.817 
-8.000 -6.000 -7.000 -5.998 0.914 0.293 0.423 1.819 
-8.000 -5.003 -7.000 -5.005 0.968 0.412 0.412 1.960 
-7.950 -5.000 -6.998 -5.000 0.946 0.381 0.405 1.874 
-7.950 -5.000 -6.998 -5.000 0.948 0.381 0.403 1.876 
-7.000 -5.000 -7.000 -5.000 0.493 -0.247 0.265 0.110 
-7.000 -4.003 -6.003 -4.000 0.918 0.482 0.366 1.992 
-7.000 -4.003 -6.003 -4.000 0.919 0.482 0.366 1.993 
-6.050 -4.000 -6.000 -4.000 0.462 -0.146 0.231 0.227 
-6.050 -4.000 -6.000 -4.000 0.462 -0.145 0.230 0.227 
-6.000 -4.000 -5.003 -3.002 0.817 0.435 0.332 1.888 
-5.050 -3.998 -5.002 -3.002 0.355 -0.196 0.199 0.111 
-5.050 -3.998 -5.002 -3.002 0.355 -0.196 0.199 0.111 
-5.050 -3.002 -5.000 -3.000 0.407 -0.077 0.190 0.250 
-5.050 -3.002 -5.000 -3.000 0.407 -0.077 0.190 0.250 
-5.000 -3.000 -5.000 -3.000 0.382 -0.110 0.183 0.157 
-5.000 -3.000 -5.000 -3.000 0.383 -0.110 0.183 0.157 
-4.050 -3.000 -4.050 -2.098 0.281 -0.156 0.154 0.050 
-4.050 -3.000 -4.050 -2.098 0.281 -0.156 0.154 0.050 
-4.000 -2.002 -4.000 -2.000 0.326 -0.041 0.143 0.179 
-4.000 -2.002 -4.000 -2.000 0.326 -0.041 0.143 0.179 
-4.000 -2.000 -4.000 -2.000 0.326 -0.041 0.143 0.179 
-4.000 -2.000 -4.000 -2.000 0.326 -0.041 0.143 0.179 
-4.000 -2.000 -4.000 -2.000 0.326 -0.041 0.143 0.179 
-3.002 -2.000 -3.000 -2.902 0.221 -0.088 0.112 0.071 
-3.000 -2.000 -3.000 -1.095 0.220 -0.089 0.112 0.067 
-3.000 -2.000 -3.000 -1.095 0.220 -0.089 0.112 0.067 
-3.000 -2.000 -2.050 -0.953 0.581 0.490 0.215 1.731 
-3.000 -2.000 -2.998 -1.047 0.220 -0.088 0.112 0.071 
-3.000 -2.000 -2.998 -1.047 0.221 -0.088 0.112 0.071 
-2.002 -1.048 -2.000 -1.000 0.162 -0.024 0.072 0.088 
-2.002 -1.048 -2.000 -1.000 0.162 -0.024 0.072 0.088 
-2.002 -1.048 -2.000 -1.000 0.162 -0.024 0.072 0.088 
-2.002 -1.998 -2.000 -1.000 0.114 -0.136 0.081 -0.041 
-2.000 -1.002 -2.000 -1.000 0.163 -0.021 0.071 0.089 
-2.000 -1.002 -2.000 -1.000 0.163 -0.021 0.071 0.089 
-2.000 -1.000 -2.000 -1.002 0.163 -0.020 0.071 0.090 
-2.000 -1.000 -2.000 -1.002 0.163 -0.020 0.071 0.090 
-2.000 -1.000 -2.000 -1.000 0.163 -0.020 0.071 0.090 
-2.000 -1.000 -2.000 -1.000 0.163 -0.020 0.071 0.089 
-2.000 -1.000 -1.950 -1.950 0.182 0.010 0.077 0.177 
-2.000 -1.000 -1.950 -1.950 0.182 0.010 0.077 0.177 
-1.050 -1.000 -1.002 0.952 0.080 -0.038 0.047 0.066 
-1.050 -1.000 -1.002 0.952 0.080 -0.038 0.047 0.066 
-2.000 -1.000 -1.000 -1.047 0.546 0.587 0.178 1.837 
-2.000 -1.000 -1.000 -1.047 0.546 0.586 0.178 1.837 
-1.000 -1.000 -1.000 -0.098 0.057 -0.069 0.041 -0.022 
-1.000 -1.000 -1.000 -0.098 0.057 -0.069 0.041 -0.022 
-1.000 -1.000 -1.000 -0.098 0.057 -0.069 0.041 -0.022 
-1.000 -1.000 -1.000 -0.000 0.057 -0.069 0.040 -0.023 
-1.000 -1.000 -1.000 0.043 0.057 -0.069 0.041 -0.023 
-1.000 -1.000 -1.000 0.043 0.057 -0.069 0.041 -0.023 
-1.000 -1.000 -1.000 0.050 0.057 -0.069 0.041 -0.023 
-1.000 -1.000 -1.000 0.050 0.057 -0.069 0.041 -0.023 
-1.000 -1.000 -1.000 0.002 0.057 -0.069 0.041 -0.023 
-1.000 -1.000 -1.000 0.002 0.057 -0.069 0.041 -0.023 
-1.000 -1.000 -1.000 0.000 0.057 -0.069 0.041 -0.023 
-1.000 -1.000 -1.000 0.950 0.057 -0.069 0.041 -0.023 
-1.000 -1.000 -1.000 0.950 0.057 -0.069 0.041 -0.023 
-1.000 -0.950 -0.953 -0.948 0.077 -0.034 0.045 0.067 
-1.000 -0.048 -0.998 -0.000 0.106 0.044 0.031 0.110 
-1.000 -0.048 -0.998 -0.000 0.106 0.044 0.031 0.110 
-1.000 -0.002 -0.050 0.000 0.472 0.627 0.131 1.779 
-1.000 -0.002 -0.050 0.000 0.472 0.627 0.130 1.779 
-1.000 0.000 -0.950 -0.950 0.126 0.079 0.036 0.200 
-1.000 -0.950 -0.000 -0.000 0.446 0.546 0.142 1.741 
-0.953 -1.000 -0.950 0.902 0.053 -0.070 0.039 -0.024 
-0.953 -1.000 -0.950 0.902 0.053 -0.070 0.039 -0.024 
-1.000 -0.050 -0.050 0.050 0.473 0.622 0.127 1.778 
-1.000 -0.050 -0.050 0.050 0.473 0.622 0.127 1.779 
-0.950 -1.000 -0.950 0.000 0.051 -0.071 0.039 -0.028 
-0.950 -1.000 -0.950 0.000 0.052 -0.071 0.039 -0.028 
-0.050 -1.000 -0.050 0.000 -0.046 -0.115 0.012 -0.130 
-0.050 -1.000 -0.050 0.000 -0.046 -0.115 0.012 -0.130 
-0.000 -1.000 -0.000 -1.900 -0.051 -0.118 0.011 -0.136 
-0.000 -1.000 -0.000 -1.900 -0.051 -0.118 0.011 -0.136 
-1.000 -0.050 -1.000 -0.000 0.105 0.043 0.030 0.107 
-1.000 -0.050 -1.000 -0.000 0.105 0.043 0.030 0.107 
-0.950 -1.000 -0.950 0.000 0.051 -0.072 0.039 -0.028 
-0.950 -1.000 -0.950 0.000 0.051 -0.072 0.039 -0.028 
-1.000 -0.050 -0.050 0.000 0.476 0.625 0.125 1.787 
-1.000 -0.050 -0.050 0.000 0.476 0.625 0.125 1.787 
-0.000 -0.950 -0.000 0.000 -0.048 -0.112 0.010 -0.129 
-0.000 -0.950 -0.000 0.000 -0.048 -0.112 0.010 -0.129 
-1.000 -0.950 -0.050 -0.002 0.432 0.521 0.132 1.669 
-0.000 -1.000 -0.000 0.000 -0.051 -0.118 0.011 -0.136 
-0.000 -1.000 -0.000 0.000 -0.051 -0.118 0.011 -0.136 
-0.050 -1.000 -0.050 -0.002 -0.046 -0.116 0.012 -0.131 
-0.050 -1.000 -0.050 -0.002 -0.046 -0.116 0.012 -0.131 
-0.950 -0.048 -0.950 -0.050 0.100 0.041 0.029 0.102 
-0.950 -0.048 -0.950 -0.050 0.100 0.041 0.029 0.102 
-1.000 -1.000 -1.000 -0.000 0.057 -0.069 0.040 -0.022 
-1.000 -1.000 -1.000 -0.000 0.057 -0.069 0.040 -0.022 
-0.000 -0.953 -0.000 -0.048 -0.049 -0.112 0.010 -0.130 
-0.000 -0.953 -0.000 -0.048 -0.049 -0.112 0.010 -0.130 
-0.050 -0.950 -0.050 0.093 -0.043 -0.110 0.012 -0.124 
-0.050 -0.950 -0.050 0.093 -0.043 -0.110 0.012 -0.124 
-0.950 -0.048 -0.950 -0.952 0.100 0.041 0.029 0.102 
-0.950 -0.048 -0.950 -0.952 0.100 0.041 0.029 0.102 
-30.048 -10.952 -29.000 -10.000 2.645 0.441 0.552 3.454 
-30.000 -11.000 -29.000 -10.000 2.621 0.416 0.571 3.376 
-30.000 -11.000 -29.000 -10.000 2.621 0.414 0.581 3.375 
-30.000 -10.953 -29.000 -10.000 2.625 0.417 0.590 3.381 
-30.000 -10.953 -29.000 -10.000 2.628 0.415 0.604 3.380 
-30.000 -10.002 -29.000 -10.000 2.675 0.510 0.592 3.477 
-30.000 -10.002 -29.000 -10.000 2.681 0.507 0.609 3.481 
-29.003 -9.050 -28.003 -8.050 2.635 0.562 0.583 3.471 
-29.003 -9.050 -28.003 -8.050 2.637 0.561 0.590 3.473 
-26.053 -8.050 -25.005 -7.050 2.420 0.557 0.515 3.316 
-26.053 -8.050 -25.005 -7.050 2.424 0.555 0.527 3.320 
-22.103 -7.003 -21.055 -6.003 2.098 0.502 0.433 3.001 
-22.103 -7.003 -21.055 -6.003 2.101 0.501 0.438 3.004 
-19.100 -5.003 -17.053 -5.000 2.214 0.891 0.213 4.156 
-16.053 -4.003 -15.003 -3.050 1.673 0.561 0.278 2.669 
-16.053 -4.003 -15.003 -3.050 1.675 0.560 0.282 2.673 
-14.053 -3.050 -13.003 -3.000 1.532 0.577 0.226 2.560 
-14.053 -3.050 -13.003 -3.000 1.534 0.577 0.231 2.565 
-13.003 -2.050 -11.050 -2.000 1.760 0.914 0.082 3.721 
-13.003 -2.050 -11.050 -2.000 1.762 0.914 0.085 3.725 
-11.050 -2.000 -10.003 -1.002 1.300 0.562 0.157 2.357 
-10.003 -1.048 -9.002 -1.000 1.235 0.602 0.132 2.291 
-10.003 -1.048 -9.002 -1.000 1.238 0.603 0.133 2.298 
-9.002 -0.050 -8.000 -0.003 1.192 0.664 0.099 2.300 
-9.002 -0.050 -8.000 -0.003 1.193 0.665 0.100 2.303 
-7.050 -0.000 -6.050 0.998 1.005 0.591 0.054 2.092 
-7.050 -0.000 -6.050 0.998 1.006 0.592 0.055 2.096 
-6.050 0.000 -6.000 1.000 0.609 0.256 0.144 0.733 
-6.050 0.000 -6.000 1.000 0.610 0.256 0.145 0.734 
-5.050 1.000 -5.000 1.000 0.562 0.317 0.108 0.730 
-5.050 1.000 -5.000 1.000 0.562 0.317 0.108 0.731 
-5.000 1.000 -4.000 2.000 0.859 0.611 -0.002 1.988 
-5.000 1.000 -4.000 2.000 0.859 0.611 -0.001 1.988 
-4.000 1.000 -3.002 2.000 0.760 0.571 -0.025 1.876 
-4.000 1.000 -3.002 2.000 0.762 0.571 -0.024 1.880 
-3.050 1.000 -3.000 2.000 0.366 0.238 0.060 0.512 
-3.050 1.000 -3.000 2.000 0.367 0.238 0.060 0.512 
-3.000 1.950 -2.048 2.000 0.699 0.614 -0.053 1.819 
-3.000 2.000 -2.000 2.000 0.717 0.634 -0.058 1.889 
-3.000 2.000 -2.000 2.000 0.717 0.633 -0.056 1.890 
-2.002 2.000 -1.952 2.000 0.314 0.297 0.023 0.505 
-2.002 2.000 -1.952 2.000 0.314 0.297 0.023 0.505 
-2.000 2.000 -1.000 2.000 0.620 0.594 -0.080 1.786 
-2.000 2.000 -1.000 2.000 0.620 0.594 -0.078 1.786 
-2.000 2.000 -1.000 2.950 0.621 0.594 -0.078 1.788 
-2.000 2.000 -1.000 2.950 0.621 0.594 -0.078 1.791 
-1.048 2.000 -1.000 2.000 0.219 0.259 0.000 0.397 
-1.048 2.000 -1.000 2.000 0.219 0.259 0.000 0.397 
-1.050 2.000 -1.000 2.000 0.220 0.260 -0.000 0.401 
-1.050 2.000 -1.000 2.000 0.220 0.260 -0.000 0.401 
-1.000 2.950 -1.000 2.998 0.247 0.338 -0.006 0.430 
-1.000 2.950 -1.000 2.998 0.247 0.338 -0.006 0.430 
-1.000 2.000 -0.050 2.002 0.508 0.539 -0.095 1.618 
-1.000 2.000 -0.050 2.002 0.507 0.539 -0.095 1.618 
-1.000 2.000 -0.048 2.000 0.508 0.539 -0.095 1.621 
-1.000 2.000 -0.048 2.000 0.509 0.540 -0.094 1.627 
-1.000 2.000 -0.002 2.000 0.525 0.554 -0.098 1.690 
-1.000 2.000 -0.002 2.000 0.525 0.554 -0.098 1.691 
-1.000 2.000 -0.048 2.000 0.511 0.541 -0.093 1.633 
-1.000 2.000 -0.048 2.000 0.512 0.541 -0.093 1.635 
-1.000 2.000 -0.000 2.000 0.528 0.556 -0.097 1.704 
-1.000 2.000 -0.000 2.000 0.529 0.557 -0.097 1.706 
-1.000 2.000 0.000 2.000 0.530 0.558 -0.097 1.710 
-1.000 2.000 0.000 2.000 0.531 0.558 -0.096 1.712 
-1.000 2.000 0.000 2.950 0.532 0.558 -0.096 1.714 
-1.000 2.000 0.000 2.950 0.532 0.559 -0.096 1.717 
-0.953 2.000 0.000 3.000 0.513 0.542 -0.092 1.649 
-0.953 2.000 0.000 3.000 0.513 0.542 -0.091 1.651 
-0.048 2.000 0.000 3.000 0.122 0.220 -0.024 0.292 
-0.048 2.000 0.000 3.000 0.122 0.221 -0.024 0.292 
-0.002 3.000 0.000 3.000 0.153 0.306 -0.031 0.334 
-0.002 3.000 0.000 3.000 0.153 0.306 -0.031 0.334 
0.000 3.000 0.000 3.000 0.152 0.305 -0.031 0.331 
0.000 3.000 0.000 3.000 0.152 0.305 -0.031 0.330 
0.000 3.000 0.000 3.000 0.152 0.305 -0.031 0.330 
0.000 3.000 0.000 3.000 0.152 0.305 -0.031 0.330 
-0.048 2.050 0.000 3.000 0.124 0.225 -0.024 0.297 
-0.048 2.050 0.000 3.000 0.124 0.225 -0.024 0.297 
-0.000 2.000 0.000 2.953 0.101 0.203 -0.020 0.220 
-0.000 2.000 0.000 2.953 0.101 0.203 -0.020 0.220 
0.000 2.000 0.000 3.000 0.101 0.203 -0.020 0.220 
0.000 2.000 0.000 3.000 0.101 0.203 -0.020 0.220 
0.000 2.000 0.000 2.953 0.101 0.203 -0.020 0.220 
0.000 2.000 0.000 2.002 0.101 0.203 -0.020 0.220 
0.000 2.000 0.000 2.002 0.101 0.203 -0.020 0.220 
0.000 2.000 0.000 2.002 0.101 0.203 -0.020 0.220 
0.000 2.000 0.000 2.002 0.101 0.203 -0.020 0.220 
0.000 2.000 0.000 2.000 0.101 0.203 -0.020 0.220 
0.000 2.000 0.000 2.000 0.101 0.203 -0.020 0.220 
0.000 2.000 0.000 2.000 0.101 0.203 -0.019 0.220 
0.000 2.000 0.000 2.000 0.101 0.203 -0.019 0.220 
0.000 2.000 0.000 2.000 0.101 0.203 -0.019 0.220 
0.000 2.000 0.000 2.000 0.101 0.203 -0.019 0.220 
0.000 2.000 0.000 2.000 0.101 0.203 -0.019 0.220 
0.000 1.048 0.048 2.000 0.069 0.121 -0.014 0.182 
0.000 1.048 0.048 2.000 0.069 0.121 -0.014 0.182 
0.000 1.048 0.048 2.000 0.069 0.121 -0.014 0.182 
0.000 1.000 0.000 2.000 0.050 0.101 -0.009 0.110 
0.000 1.000 0.000 2.000 0.050 0.101 -0.009 0.110 
0.000 1.000 0.952 1.048 0.367 0.400 -0.098 1.442 
0.000 1.000 0.952 1.048 0.367 0.399 -0.098 1.441 
0.000 1.000 0.050 1.950 0.067 0.117 -0.014 0.180 
0.000 1.000 0.050 1.950 0.067 0.117 -0.014 0.180 
0.000 1.000 0.000 1.048 0.051 0.102 -0.009 0.110 
0.000 1.000 0.950 2.000 0.368 0.400 -0.098 1.443 
0.998 1.000 0.048 1.952 -0.367 -0.235 0.051 -1.336 
0.998 1.000 0.048 1.952 -0.368 -0.236 0.052 -1.338 
0.000 1.000 1.000 1.048 0.384 0.415 -0.102 1.514 
0.000 1.000 1.000 1.048 0.384 0.414 -0.102 1.512 
0.000 1.000 1.000 1.048 0.385 0.415 -0.103 1.514 
0.048 1.000 0.998 1.950 0.363 0.398 -0.098 1.441 
0.050 1.000 0.050 1.050 0.046 0.100 -0.011 0.105 
0.050 1.000 0.050 1.050 0.046 0.100 -0.011 0.105 
0.000 1.000 0.000 1.000 0.051 0.102 -0.009 0.111 
0.000 1.000 0.000 1.000 0.051 0.102 -0.009 0.111 
1.000 1.998 0.952 1.998 -0.016 0.149 -0.041 0.041 
1.000 1.998 0.952 1.998 -0.016 0.149 -0.041 0.041 
1.000 1.002 1.000 1.050 -0.050 0.063 -0.037 -0.002 
0.998 1.000 0.953 2.000 -0.065 0.048 -0.032 -0.066 
0.998 1.000 0.953 2.000 -0.065 0.048 -0.032 -0.066 
0.050 1.000 0.000 2.000 0.029 0.084 -0.006 0.034 
0.050 1.000 0.000 2.000 0.029 0.084 -0.006 0.034 
1.000 1.000 0.950 1.048 -0.067 0.047 -0.032 -0.073 
1.000 1.000 0.950 1.048 -0.067 0.047 -0.032 -0.073 
0.953 1.000 0.952 1.050 -0.045 0.064 -0.035 0.003 
0.953 1.000 0.952 1.050 -0.045 0.064 -0.035 0.003 
0.950 1.000 0.002 1.000 -0.362 -0.232 0.051 -1.332 
0.950 1.000 0.002 1.000 -0.362 -0.232 0.051 -1.332 
0.950 1.000 0.002 1.000 -0.362 -0.232 0.050 -1.330 
0.952 1.000 1.000 1.048 -0.030 0.079 -0.039 0.069 
0.952 1.000 1.000 1.048 -0.030 0.079 -0.039 0.069 
0.952 1.000 0.953 1.000 -0.045 0.064 -0.035 0.003 
0.952 1.000 0.002 1.000 -0.362 -0.232 0.051 -1.331 
0.000 1.000 0.950 1.000 0.366 0.397 -0.094 1.442 
0.000 1.000 0.950 1.000 0.366 0.397 -0.095 1.442 
0.952 0.050 0.002 1.000 -0.409 -0.328 0.059 -1.433 
0.952 0.050 0.002 1.000 -0.410 -0.329 0.060 -1.436 
0.952 0.048 0.952 1.000 -0.093 -0.032 -0.026 -0.102 
0.952 0.048 0.952 1.000 -0.093 -0.032 -0.026 -0.102 
-26.952 -6.000 -26.000 -6.000 3.036 1.271 -0.258 4.489 
-26.952 -6.000 -26.000 -6.000 3.035 1.264 -0.263 4.476 
-27.000 -6.000 -26.000 -6.000 3.070 1.291 -0.297 4.574 
-27.000 -6.000 -26.000 -6.000 3.080 1.293 -0.312 4.594 
-26.000 -7.947 -25.050 -6.950 2.842 0.994 -0.243 4.167 
-26.000 -7.947 -25.050 -6.950 2.858 0.998 -0.266 4.197 
-23.102 -7.002 -23.053 -6.050 2.222 0.492 0.007 2.512 
-23.102 -7.002 -23.053 -6.050 2.228 0.493 -0.001 2.521 
-20.055 -5.050 -19.055 -5.003 2.401 1.033 -0.357 3.821 
-20.055 -5.050 -19.055 -5.003 2.405 1.033 -0.363 3.828 
-18.050 -5.000 -17.050 -5.000 2.185 0.930 -0.354 3.560 
-18.050 -5.000 -17.050 -5.000 2.191 0.931 -0.363 3.568 
-18.050 -5.000 -17.050 -5.000 2.197 0.933 -0.372 3.581 
-18.000 -5.000 -17.000 -4.952 2.200 0.933 -0.384 3.591 
-18.000 -5.000 -17.050 -4.998 2.189 0.911 -0.382 3.532 
-18.000 -5.000 -17.050 -4.998 2.199 0.913 -0.396 3.550 
-16.050 -5.000 -16.003 -4.050 1.581 0.339 -0.050 1.815 
-16.050 -5.000 -16.003 -4.050 1.585 0.340 -0.054 1.821 
-14.053 -4.000 -14.050 -3.953 1.398 0.321 -0.052 1.583 
-13.003 -4.000 -13.000 -3.002 1.276 0.263 -0.039 1.430 
-13.003 -4.000 -13.000 -3.002 1.277 0.263 -0.040 1.432 
-13.000 -3.000 -12.003 -3.000 1.784 0.896 -0.453 3.181 
-13.000 -3.000 -12.003 -3.000 1.786 0.896 -0.457 3.184 
-12.050 -3.950 -12.000 -3.000 1.195 0.241 -0.052 1.381 
-12.050 -3.950 -12.000 -3.000 1.197 0.242 -0.055 1.385 
-11.050 -3.000 -11.003 -2.050 1.140 0.295 -0.079 1.354 
-11.050 -3.000 -11.003 -2.050 1.140 0.295 -0.080 1.355 
-10.003 -3.000 -10.003 -2.000 0.996 0.212 -0.045 1.121 
-10.003 -3.000 -10.003 -2.000 0.996 0.212 -0.046 1.122 
-9.000 -2.000 -9.000 -1.952 0.942 0.271 -0.072 1.100 
-9.000 -2.000 -9.000 -1.952 0.943 0.271 -0.073 1.100 
-9.000 -2.000 -8.050 -1.950 1.377 0.768 -0.447 2.669 
-9.000 -2.000 -8.050 -1.950 1.378 0.767 -0.450 2.669 
-8.000 -2.000 -8.000 -1.002 0.826 0.215 -0.059 0.953 
-8.000 -2.000 -8.000 -1.002 0.828 0.216 -0.062 0.956 
-7.050 -2.000 -7.003 -1.950 0.737 0.188 -0.064 0.892 
-7.000 -2.000 -6.050 -1.002 1.147 0.658 -0.426 2.382 
-7.000 -2.000 -6.050 -1.002 1.148 0.659 -0.427 2.383 
-6.003 -1.002 -6.002 -1.000 0.655 0.219 -0.071 0.784 
-6.003 -1.002 -6.002 -1.000 0.657 0.220 -0.073 0.786 
-6.000 -1.998 -6.000 -1.000 0.593 0.106 -0.029 0.659 
-6.000 -1.998 -6.000 -1.000 0.593 0.106 -0.030 0.660 
-6.000 -1.050 -5.003 -1.000 1.120 0.741 -0.482 2.451 
-6.000 -1.050 -5.003 -1.000 1.121 0.740 -0.483 2.451 
-6.000 -1.050 -5.003 -1.000 1.123 0.740 -0.487 2.453 
-5.000 -1.000 -4.952 -0.000 0.561 0.190 -0.077 0.718 
-5.000 -1.000 -4.952 -0.000 0.563 0.190 -0.078 0.720 
-5.000 -1.950 -5.000 -1.000 0.479 0.056 -0.016 0.518 
-4.003 -1.000 -4.003 -0.050 0.420 0.109 -0.038 0.487 
-4.003 -1.000 -4.003 -0.050 0.420 0.109 -0.038 0.488 
-4.000 -1.000 -4.000 -0.000 0.420 0.109 -0.038 0.487 
-4.000 -1.000 -4.000 -0.000 0.420 0.109 -0.039 0.488 
-4.000 -1.000 -4.000 0.000 0.420 0.109 -0.039 0.488 
-4.000 -1.000 -4.000 0.000 0.420 0.109 -0.039 0.488 
-4.000 -0.953 -4.000 0.000 0.424 0.115 -0.041 0.494 
-3.002 -1.000 -4.000 0.000 -0.174 -0.477 0.406 -1.353 
-3.002 -1.000 -4.000 0.000 -0.175 -0.477 0.406 -1.354 
-3.000 -1.000 -3.000 0.000 0.299 0.053 -0.018 0.333 
-3.000 -1.000 -3.000 0.000 0.299 0.053 -0.017 0.332 
-3.000 -1.000 -3.000 0.000 0.299 0.053 -0.017 0.332 
-3.000 -0.048 -3.000 0.000 0.361 0.163 -0.061 0.456 
-3.000 -0.048 -3.000 0.000 0.361 0.162 -0.061 0.456 
-2.050 -0.000 -3.000 0.000 -0.202 -0.388 0.360 -1.286 
-2.050 -0.000 -3.000 0.000 -0.202 -0.388 0.360 -1.287 
-3.000 -0.950 -3.000 0.000 0.302 0.059 -0.020 0.338 
-3.000 -0.950 -3.000 0.000 0.302 0.058 -0.020 0.338 
-2.002 -0.048 -2.002 0.000 0.240 0.106 -0.040 0.301 
-2.002 -0.048 -2.002 0.000 0.240 0.106 -0.040 0.301 
-2.000 -0.000 -1.050 0.950 0.691 0.611 -0.444 1.902 
-2.000 -0.000 -1.050 0.950 0.692 0.611 -0.444 1.902 
-2.000 0.000 -2.000 0.002 0.243 0.112 -0.042 0.308 
-2.000 0.000 -2.000 0.002 0.243 0.112 -0.043 0.308 
-2.000 0.000 -2.000 0.002 0.243 0.112 -0.043 0.308 
-2.000 0.000 -2.000 0.000 0.243 0.112 -0.043 0.308 
-2.000 0.000 -2.000 0.000 0.243 0.112 -0.043 0.309 
-1.050 -0.002 -1.002 0.000 0.150 0.084 -0.043 0.242 
-1.050 -0.002 -1.002 0.000 0.150 0.083 -0.043 0.242 
-1.000 0.000 -1.000 0.000 0.122 0.056 -0.022 0.154 
-1.000 0.000 -1.000 0.000 0.122 0.056 -0.022 0.154 
-1.000 0.000 -1.000 0.000 0.122 0.056 -0.022 0.154 
-1.000 0.000 -1.000 0.000 0.122 0.056 -0.022 0.154 
-1.000 0.000 -1.000 0.000 0.122 0.056 -0.022 0.154 
-1.000 0.000 -1.000 0.000 0.122 0.056 -0.022 0.154 
-1.000 0.000 -1.000 0.000 0.122 0.056 -0.022 0.154 
-1.000 0.000 -1.000 0.950 0.122 0.056 -0.022 0.154 
-1.000 0.000 -1.000 0.950 0.122 0.056 -0.022 0.155 
-1.000 0.000 -1.000 1.000 0.122 0.056 -0.022 0.155 
-1.000 0.000 -0.050 1.000 0.575 0.557 -0.432 1.758 
-1.000 0.000 -0.050 1.000 0.575 0.556 -0.432 1.757 
-1.000 0.000 -0.050 1.000 0.577 0.556 -0.435 1.759 
-1.000 0.000 -0.998 0.050 0.123 0.057 -0.023 0.159 
-1.000 0.000 -0.998 0.050 0.123 0.057 -0.024 0.159 
-1.000 0.000 -0.000 0.000 0.604 0.586 -0.461 1.853 
-0.000 0.000 -0.998 1.000 -0.480 -0.529 0.437 -1.694 
-0.000 0.000 -0.998 1.000 -0.482 -0.530 0.439 -1.698 
-0.950 0.000 -0.048 1.000 0.552 0.532 -0.419 1.681 
-0.950 0.000 -0.048 1.000 0.551 0.532 -0.416 1.680 
-0.950 0.000 -0.048 1.000 0.551 0.532 -0.416 1.680 
-0.998 0.000 -0.998 0.000 0.122 0.056 -0.023 0.156 
-0.998 0.000 -0.998 0.000 0.122 0.056 -0.023 0.156 
-0.953 0.000 -0.953 1.000 0.117 0.054 -0.022 0.149 
-0.002 0.000 -0.952 0.950 -0.460 -0.505 0.420 -1.620 
-0.002 0.000 -0.952 0.950 -0.460 -0.505 0.420 -1.621 
-0.002 0.000 -0.952 0.950 -0.459 -0.503 0.419 -1.615 
-0.950 0.950 -0.000 1.000 0.637 0.667 -0.484 1.887 
-0.950 0.000 -0.048 1.000 0.550 0.529 -0.416 1.675 
-0.950 0.000 -0.048 1.000 0.550 0.528 -0.418 1.673 
-0.950 0.048 -0.952 1.000 0.118 0.057 -0.023 0.150 
-0.950 0.048 -0.952 1.000 0.119 0.058 -0.023 0.150 
-0.950 -0.950 -0.952 0.003 0.053 -0.057 0.024 0.021 
-0.950 -0.950 -0.952 0.003 0.053 -0.057 0.024 0.021 
-26.000 -16.000 -21.000 -16.000 3.547 1.324 -0.321 7.205 
-26.000 -16.000 -21.000 -16.000 3.546 1.323 -0.319 7.202 
-26.000 -16.000 -21.000 -16.000 3.562 1.316 -0.298 7.224 
-26.000 -16.000 -21.000 -16.000 3.586 1.326 -0.300 7.279 
-26.000 -16.000 -21.000 -16.000 3.622 1.337 -0.298 7.354 
-26.000 -16.000 -21.000 -16.000 3.649 1.344 -0.291 7.412 
-23.053 -15.050 -18.102 -15.050 3.413 1.300 -0.349 7.196 
-23.053 -15.050 -18.102 -15.050 3.434 1.308 -0.349 7.243 
